gameid,qtr,min,sec,off,def,down,togo,ydline,description,offscore,defscore,season
20120930_MIN@DET,4,4,35,DET,MIN,1,10,42,(4:35) (No Huddle Shotgun) M.Stafford pass short middle to J.Bell to MIN 29 for 13 yards (A.Winfield).,6,20,2012
20120930_MIN@DET,4,4,12,DET,MIN,1,10,29,(4:12) (No Huddle Shotgun) M.Stafford pass incomplete short left to R.Broyles [C.Ballard].,6,20,2012
20120930_MIN@DET,4,4,6,DET,MIN,2,10,29,(4:06) (Shotgun) M.Stafford pass incomplete short left to T.Scheffler (J.Sanford A.Winfield).,6,20,2012
20120930_MIN@DET,4,4,0,DET,MIN,3,10,29,(4:00) (Shotgun) M.Stafford pass short middle to J.Bell to MIN 6 for 23 yards (K.Williams).,6,20,2012
20120930_MIN@DET,4,3,27,DET,MIN,1,6,6,(3:27) (No Huddle Shotgun) M.Stafford pass incomplete short right to T.Young [J.Allen].,6,20,2012
20120930_MIN@DET,4,3,21,DET,MIN,2,6,6,(3:21) (Shotgun) M.Stafford pass short middle to N.Burleson to MIN 1 for 5 yards (C.Greenway).,6,20,2012
20120930_MIN@DET,4,2,58,DET,MIN,3,1,1,(2:58) (No Huddle) M.Stafford up the middle for 1 yard TOUCHDOWN.,6,20,2012
20120930_MIN@DET,4,2,58,DET,MIN,,,1,J.Hanson extra point is GOOD Center-D.Muhlbach Holder-N.Harris.,6,20,2012
20120930_MIN@DET,4,2,58,DET,MIN,,,1,J.Hanson kicks 65 yards from DET 35 to end zone Touchback.,13,20,2012
20120930_MIN@DET,4,2,56,MIN,DET,1,10,80,(2:56) A.Peterson up the middle to MIN 19 for -1 yards (J.Durant).,20,13,2012
20120930_MIN@DET,4,2,53,MIN,DET,2,11,81,(2:53) (Shotgun) C.Ponder pass deep left to J.Simpson to MIN 46 for 27 yards (D.Bentley).,20,13,2012
20120930_MIN@DET,4,2,47,MIN,DET,1,10,54,(2:47) A.Peterson left tackle to MIN 46 for no gain (E.Coleman; W.Young).,20,13,2012
20120930_MIN@DET,4,2,3,MIN,DET,2,10,54,(2:03) C.Ponder pass incomplete short right to K.Rudolph.,20,13,2012
20120930_MIN@DET,4,1,58,MIN,DET,3,10,54,(1:58) (Shotgun) C.Ponder pass short left to J.Simpson to DET 49 for 5 yards (D.Bentley R.Silva).,20,13,2012
20120930_MIN@DET,4,1,53,MIN,DET,4,5,49,(1:53) C.Kluwe punts 47 yards to DET 2 Center-C.Loeffler downed by MIN-R.Blanton.,20,13,2012
20120930_MIN@DET,4,1,42,DET,MIN,1,10,98,(1:42) (Shotgun) M.Stafford pass short middle to B.Pettigrew to DET 11 for 9 yards (A.Winfield; C.Greenway).,13,20,2012
20120930_MIN@DET,4,1,20,DET,MIN,2,1,89,(1:20) (No Huddle Shotgun) M.Stafford pass short middle to J.Bell to DET 22 for 11 yards (A.Winfield; C.Greenway).,13,20,2012
20120930_MIN@DET,4,0,59,DET,MIN,1,10,78,(:59) (No Huddle Shotgun) M.Stafford pass incomplete deep left to N.Burleson.,13,20,2012
20120930_MIN@DET,4,0,54,DET,MIN,2,10,78,(:54) (Shotgun) M.Stafford pass incomplete deep middle to C.Johnson.,13,20,2012
20120930_MIN@DET,4,0,49,DET,MIN,3,10,78,(:49) (Shotgun) M.Stafford pass incomplete deep right to C.Johnson.,13,20,2012
20120930_MIN@DET,4,0,44,DET,MIN,4,10,78,(:44) (Shotgun) M.Stafford pass deep right to C.Johnson to DET 39 for 17 yards (A.Winfield).,13,20,2012
20120930_MIN@DET,4,0,24,DET,MIN,1,10,61,(:24) (No Huddle) M.Stafford spiked the ball to stop the clock.,13,20,2012
20120930_MIN@DET,4,0,23,DET,MIN,2,10,61,(:23) (Shotgun) M.Stafford sacked at DET 38 for -1 yards (L.Guion). FUMBLES (L.Guion) RECOVERED by MIN-J.Brinkley at DET 47. The Replay Assistant challenged the runner was down by contact ruling and the play was REVERSED. (Shotgun) M.Stafford sacked at DET 38 for -1 yards (L.Guion).,13,20,2012
20120930_MIN@DET,4,0,9,DET,MIN,3,11,62,(:09) (Shotgun) M.Stafford pass short right to B.Pettigrew pushed ob at DET 44 for 6 yards (C.Cook).,13,20,2012
20120930_MIN@DET,4,0,5,DET,MIN,4,5,56,(:05) (Shotgun) M.Stafford sacked at DET 33 for -11 yards (E.Griffen).,13,20,2012
20120930_MIN@DET,4,0,5,DET,MIN,,,56,                      ,13,20,2012
20120930_TEN@HOU,1,0,0,TEN,HOU,,,56,R.Bironas kicks 72 yards from TEN 35 to HST -7. T.Holliday pushed ob at HST 23 for 30 yards (R.Johnson).,0,0,2012
20120930_TEN@HOU,1,59,54,HOU,TEN,1,10,77,(14:54) M.Schaub pass incomplete short left to K.Walter.,0,0,2012
20120930_TEN@HOU,1,59,48,HOU,TEN,2,10,77,(14:48) M.Schaub pass short left to A.Johnson to TEN 44 for 33 yards (J.Babineaux).,0,0,2012
20120930_TEN@HOU,1,59,2,HOU,TEN,1,10,44,(14:02) M.Schaub pass short middle to A.Johnson to TEN 24 for 20 yards (W.Witherspoon).,0,0,2012
20120930_TEN@HOU,1,58,26,HOU,TEN,1,10,24,(13:26) A.Foster right tackle to TEN 19 for 5 yards (W.Witherspoon).,0,0,2012
20120930_TEN@HOU,1,57,57,HOU,TEN,2,5,19,(12:57) A.Foster left end pushed ob at TEN 14 for 5 yards (J.McCourty).,0,0,2012
20120930_TEN@HOU,1,57,22,HOU,TEN,1,10,14,(12:22) A.Foster right tackle to TEN 11 for 3 yards (D.Morgan A.Ayers).,0,0,2012
20120930_TEN@HOU,1,56,46,HOU,TEN,2,7,11,(11:46) M.Schaub pass short middle to J.Casey for 11 yards TOUCHDOWN.,0,0,2012
20120930_TEN@HOU,1,56,46,HOU,TEN,,,11,S.Graham extra point is GOOD Center-J.Weeks Holder-D.Jones.,0,0,2012
20120930_TEN@HOU,1,56,46,HOU,TEN,,,11,S.Graham kicks 69 yards from HST 35 to TEN -4. D.Reynaud to TEN 18 for 22 yards (B.Braman).,7,0,2012
20120930_TEN@HOU,1,56,35,TEN,HOU,1,10,82,(11:35) C.Johnson up the middle to TEN 31 for 13 yards (J.Joseph B.Cushing).,0,7,2012
20120930_TEN@HOU,1,55,58,TEN,HOU,1,10,69,(10:58) (Shotgun) J.Locker pass incomplete short middle to K.Wright.,0,7,2012
20120930_TEN@HOU,1,55,53,TEN,HOU,2,10,69,(10:53) C.Johnson up the middle to TEN 36 for 5 yards (B.Cushing B.James).,0,7,2012
20120930_TEN@HOU,1,55,12,TEN,HOU,3,5,64,(10:12) (Shotgun) J.Locker pass incomplete short right to J.Cook (B.Reed).,0,7,2012
20120930_TEN@HOU,1,55,7,TEN,HOU,4,5,64,(10:07) B.Kern punts 50 yards to HST 14 Center-B.Brinkley. T.Holliday to HST 23 for 9 yards (T.Thompson T.Shaw). (The punt hang time was 4.4 seconds.),0,7,2012
20120930_TEN@HOU,1,54,56,HOU,TEN,1,10,77,(9:56) M.Schaub pass incomplete deep right to K.Walter.,7,0,2012
20120930_TEN@HOU,1,54,49,HOU,TEN,2,10,77,(9:49) M.Schaub pass short middle to B.Tate to HST 32 for 9 yards (Z.Brown).,7,0,2012
20120930_TEN@HOU,1,54,10,HOU,TEN,3,1,68,(9:10) A.Foster right guard to HST 32 for no gain (D.Morgan J.Casey).,7,0,2012
20120930_TEN@HOU,1,53,24,HOU,TEN,4,1,68,(8:24) D.Jones punts 61 yards to TEN 7 Center-J.Weeks. D.Reynaud to TEN 17 for 10 yards (B.Braman). PENALTY on TEN-T.Campbell Illegal Block Above the Waist 8 yards enforced at TEN 17. (The punt hang time was 4.7 seconds.),7,0,2012
20120930_TEN@HOU,1,53,12,TEN,HOU,1,10,91,(8:12) C.Johnson left guard to TEN 8 for -1 yards (J.Watt).,0,7,2012
20120930_TEN@HOU,1,52,35,TEN,HOU,2,11,92,(7:35) C.Johnson left tackle to TEN 12 for 4 yards (B.James E.Mitchell).,0,7,2012
20120930_TEN@HOU,1,51,53,TEN,HOU,3,7,88,(6:53) (Shotgun) J.Locker sacked at TEN 4 for -8 yards (G.Quin). TEN-J.Locker was injured during the play. His return is Questionable.,0,7,2012
20120930_TEN@HOU,1,51,29,TEN,HOU,4,15,96,(6:29) B.Kern punts 50 yards to HST 46 Center-B.Brinkley. T.Holliday to TEN 47 for 7 yards (W.Witherspoon J.Babineaux). (The punt hang time was 4.5 seconds.),0,7,2012
20120930_TEN@HOU,1,51,16,HOU,TEN,1,10,47,(6:16) A.Foster right end to TEN 44 for 3 yards (W.Witherspoon).,7,0,2012
20120930_TEN@HOU,1,50,41,HOU,TEN,2,7,44,(5:41) A.Foster left end to TEN 38 for 6 yards (A.Verner).,7,0,2012
20120930_TEN@HOU,1,50,1,HOU,TEN,3,1,38,(5:01) A.Foster left tackle to TEN 38 for no gain (J.Casey A.Ayers).,7,0,2012
20120930_TEN@HOU,1,49,19,HOU,TEN,4,1,38,(4:19) B.Tate right end to TEN 33 for 5 yards (W.Witherspoon A.Verner).,7,0,2012
20120930_TEN@HOU,1,48,45,HOU,TEN,1,10,33,(3:45) M.Schaub pass short right to J.Casey to TEN 22 for 11 yards (J.McCourty Z.Brown).,7,0,2012
20120930_TEN@HOU,1,48,4,HOU,TEN,1,10,22,(3:04) M.Schaub pass short left to J.Casey to TEN 16 for 6 yards (A.Verner).,7,0,2012
20120930_TEN@HOU,1,47,23,HOU,TEN,2,4,16,(2:23) A.Foster right tackle to TEN 13 for 3 yards (D.Morgan M.Martin).,7,0,2012
20120930_TEN@HOU,1,46,36,HOU,TEN,3,1,13,(1:36) (Shotgun) M.Schaub pass short right to K.Martin pushed ob at TEN 13 for no gain (R.Mouton) [D.Morgan]. Houston challenged the first down ruling and the play was REVERSED. (Shotgun) M.Schaub pass short right to K.Martin pushed ob at TEN 11 for 2 yards (R.Mouton) [D.Morgan].,7,0,2012
20120930_TEN@HOU,1,45,59,HOU,TEN,1,10,11,(:59) A.Foster right guard to TEN 4 for 7 yards (J.Casey).,7,0,2012
20120930_TEN@HOU,1,45,23,HOU,TEN,2,3,4,(:23) A.Foster up the middle for 4 yards TOUCHDOWN.,7,0,2012
20120930_TEN@HOU,1,45,23,HOU,TEN,,,4,S.Graham extra point is GOOD Center-J.Weeks Holder-D.Jones.,7,0,2012
20120930_TEN@HOU,1,45,23,HOU,TEN,,,4,S.Graham kicks 70 yards from HST 35 to TEN -5. D.Reynaud to TEN 17 for 22 yards (B.Braman).,14,0,2012
20120930_TEN@HOU,1,45,10,TEN,HOU,1,10,83,(:10) (Shotgun) M.Hasselbeck pass short left to J.Cook to TEN 42 for 25 yards (D.Manning).,0,14,2012
20120930_TEN@HOU,2,45,0,TEN,HOU,1,10,58,(15:00) C.Johnson right end to TEN 36 for -6 yards (J.Watt; J.Joseph).,0,14,2012
20120930_TEN@HOU,2,44,13,TEN,HOU,2,16,64,(14:13) (Shotgun) M.Hasselbeck pass incomplete deep middle to N.Washington.,0,14,2012
20120930_TEN@HOU,2,44,9,TEN,HOU,3,16,64,(14:09) (Shotgun) M.Hasselbeck pass incomplete short middle to K.Wright. Penalty on TEN Illegal Formation declined.,0,14,2012
20120930_TEN@HOU,2,44,3,TEN,HOU,4,16,64,(14:03) B.Kern punts 52 yards to HST 12 Center-B.Brinkley downed by TEN-J.Babineaux. (The punt hang time was 5.0 seconds.),0,14,2012
20120930_TEN@HOU,2,43,50,HOU,TEN,1,10,88,(13:50) M.Schaub pass incomplete short left to A.Johnson (A.Verner).,14,0,2012
20120930_TEN@HOU,2,43,45,HOU,TEN,2,10,88,(13:45) M.Schaub pass short left to B.Tate to HST 6 for -6 yards (J.Casey).,14,0,2012
20120930_TEN@HOU,2,43,4,HOU,TEN,3,16,94,(13:04) (Shotgun) A.Foster left tackle to HST 13 for 7 yards (A.Verner J.Babineaux). HST-A.Caldwell was injured during the play. His return is Questionable.,14,0,2012
20120930_TEN@HOU,2,42,37,HOU,TEN,4,9,87,(12:37) D.Jones punts 54 yards to TEN 33 Center-J.Weeks. D.Reynaud to TEN 35 for 2 yards (A.Ball). FUMBLES (A.Ball) recovered by TEN-T.Campbell at TEN 32. T.Campbell to TEN 32 for no gain (T.Dobbins). PENALTY on TEN-T.Campbell Illegal Block Above the Waist 10 yards enforced at TEN 32.,14,0,2012
20120930_TEN@HOU,2,42,23,TEN,HOU,1,10,78,(12:23) C.Johnson up the middle to TEN 31 for 9 yards (B.James).,0,14,2012
20120930_TEN@HOU,2,41,50,TEN,HOU,2,1,69,(11:50) C.Johnson right guard to TEN 36 for 5 yards (B.Cushing).,0,14,2012
20120930_TEN@HOU,2,41,16,TEN,HOU,1,10,64,(11:16) (Shotgun) M.Hasselbeck pass short right to D.Williams to TEN 41 for 5 yards (D.Manning). PENALTY on TEN-J.Cook Offensive Pass Interference 10 yards enforced at TEN 36 - No Play.,0,14,2012
20120930_TEN@HOU,2,40,45,TEN,HOU,1,20,74,(10:45) C.Johnson up the middle to TEN 32 for 6 yards (B.Cushing).,0,14,2012
20120930_TEN@HOU,2,40,0,TEN,HOU,2,14,68,(10:00) (Shotgun) M.Hasselbeck pass short middle to N.Washington to TEN 45 for 13 yards (B.James G.Quin).,0,14,2012
20120930_TEN@HOU,2,39,17,TEN,HOU,3,1,55,(9:17) M.Hasselbeck pass short right to Q.Johnson to HST 38 for 17 yards (K.Jackson).,0,14,2012
20120930_TEN@HOU,2,38,41,TEN,HOU,1,10,38,(8:41) C.Johnson up the middle to HST 19 for 19 yards (G.Quin).,0,14,2012
20120930_TEN@HOU,2,38,0,TEN,HOU,1,10,19,(8:00) M.Hasselbeck pass short middle to C.Stevens for 19 yards TOUCHDOWN. The Replay Assistant challenged the runner broke the plane ruling and the play was Upheld.,0,14,2012
20120930_TEN@HOU,2,38,0,TEN,HOU,,,19,R.Bironas extra point is GOOD Center-B.Brinkley Holder-B.Kern.,0,14,2012
20120930_TEN@HOU,2,38,0,TEN,HOU,,,19,R.Bironas kicks 68 yards from TEN 35 to HST -3. T.Holliday pushed ob at HST 23 for 26 yards (R.Johnson).,7,14,2012
20120930_TEN@HOU,2,37,44,HOU,TEN,1,10,77,(7:44) A.Foster left end pushed ob at HST 28 for 5 yards (A.Ayers).,14,7,2012
20120930_TEN@HOU,2,37,18,HOU,TEN,2,5,72,(7:18) A.Foster right guard to HST 31 for 3 yards (A.Ayers).,14,7,2012
20120930_TEN@HOU,2,36,36,HOU,TEN,3,2,69,(6:36) M.Schaub pass short right to O.Daniels to HST 38 for 7 yards (J.McCourty) [M.Griffin].,14,7,2012
20120930_TEN@HOU,2,36,4,HOU,TEN,1,10,62,(6:04) M.Schaub pass short left to O.Daniels pushed ob at HST 49 for 11 yards (J.Babineaux). Penalty on TEN-A.Ayers Defensive Holding declined.,14,7,2012
20120930_TEN@HOU,2,35,38,HOU,TEN,1,10,51,(5:38) B.Tate right end to 50 for 1 yard (Z.Diles).,14,7,2012
20120930_TEN@HOU,2,34,57,HOU,TEN,2,9,50,(4:57) M.Schaub pass short middle to J.Casey to TEN 45 for 5 yards (Z.Diles).,14,7,2012
20120930_TEN@HOU,2,34,11,HOU,TEN,3,4,45,(4:11) (Shotgun) A.Foster up the middle to TEN 48 for -3 yards (J.Casey).,14,7,2012
20120930_TEN@HOU,2,33,33,HOU,TEN,4,7,48,(3:33) D.Jones punts 33 yards to TEN 15 Center-J.Weeks fair catch by D.Reynaud.,14,7,2012
20120930_TEN@HOU,2,33,24,TEN,HOU,1,10,85,(3:24) C.Johnson left guard to TEN 19 for 4 yards (J.Watt B.Cushing).,7,14,2012
20120930_TEN@HOU,2,32,50,TEN,HOU,2,6,81,(2:50) (Shotgun) M.Hasselbeck sacked at TEN 8 for -11 yards (J.Watt). Penalty on TEN-D.Stewart Offensive Holding declined.,7,14,2012
20120930_TEN@HOU,2,32,20,TEN,HOU,3,17,92,(2:20) (Shotgun) M.Hasselbeck pass short left to C.Johnson to TEN 16 for 8 yards (B.Cushing) [C.Barwin].,7,14,2012
20120930_TEN@HOU,2,32,7,TEN,HOU,4,9,84,(2:07) B.Kern punts 46 yards to HST 38 Center-B.Brinkley. T.Holliday to HST 45 for 7 yards (C.Stevens).,7,14,2012
20120930_TEN@HOU,2,31,55,HOU,TEN,1,10,55,(1:55) (Shotgun) M.Schaub pass incomplete short right to K.Martin.,14,7,2012
20120930_TEN@HOU,2,31,51,HOU,TEN,2,10,55,(1:51) (Shotgun) M.Schaub pass short middle to A.Johnson to HST 48 for 3 yards (J.Babineaux).,14,7,2012
20120930_TEN@HOU,2,31,15,HOU,TEN,3,7,52,(1:15) (Shotgun) M.Schaub pass short middle to O.Daniels to TEN 46 for 6 yards (J.Babineaux).,14,7,2012
20120930_TEN@HOU,2,30,28,HOU,TEN,4,1,46,(:28) D.Jones punts 39 yards to TEN 7 Center-J.Weeks fair catch by D.Reynaud. (The punt hang time was 4.2 seconds.),14,7,2012
20120930_TEN@HOU,2,30,21,TEN,HOU,1,10,93,(:21) M.Hasselbeck kneels to TEN 6 for -1 yards.,7,14,2012
20120930_TEN@HOU,3,30,0,HOU,TEN,,,93,S.Graham kicks 55 yards from HST 35 to TEN 10. C.Stevens to TEN 28 for 18 yards (T.Dobbins).,14,7,2012
20120930_TEN@HOU,3,30,0,TEN,HOU,1,10,72,(15:00) C.Johnson up the middle to TEN 33 for 5 yards (G.Quin).,7,14,2012
20120930_TEN@HOU,3,29,29,TEN,HOU,2,5,67,(14:29) C.Johnson right guard to TEN 33 for no gain (B.Cushing).,7,14,2012
20120930_TEN@HOU,3,28,47,TEN,HOU,3,5,67,(13:47) (Shotgun) M.Hasselbeck pass short middle to N.Washington to HST 42 for 25 yards (Q.Demps).,7,14,2012
20120930_TEN@HOU,3,28,10,TEN,HOU,1,10,42,(13:10) C.Johnson left guard to HST 40 for 2 yards (B.James).,7,14,2012
20120930_TEN@HOU,3,27,35,TEN,HOU,2,8,40,(12:35) M.Hasselbeck pass incomplete short right to K.Wright.,7,14,2012
20120930_TEN@HOU,3,27,31,TEN,HOU,3,8,40,(12:31) (Shotgun) M.Hasselbeck pass incomplete short right.,7,14,2012
20120930_TEN@HOU,3,27,25,TEN,HOU,4,8,40,(12:25) B.Kern punts 33 yards to HST 7 Center-B.Brinkley downed by TEN-B.Brinkley. (The punt hang time was 4.7 seconds.),7,14,2012
20120930_TEN@HOU,3,27,12,HOU,TEN,1,10,93,(12:12) M.Schaub pass short middle to A.Johnson to HST 19 for 12 yards (Z.Diles). PENALTY on HST-K.Walter Illegal Crackback 3 yards enforced at HST 7 - No Play.,14,7,2012
20120930_TEN@HOU,3,26,49,HOU,TEN,1,13,96,(11:49) M.Schaub pass incomplete short right to A.Johnson (A.Ayers).,14,7,2012
20120930_TEN@HOU,3,26,13,HOU,TEN,2,13,96,(11:13) A.Foster right tackle to HST 3 for -1 yards (D.Morgan S.Marks).,14,7,2012
20120930_TEN@HOU,3,25,31,HOU,TEN,3,14,97,(10:31) (Shotgun) M.Schaub pass short middle to O.Daniels to HST 14 for 11 yards (J.Babineaux).,14,7,2012
20120930_TEN@HOU,3,24,52,HOU,TEN,4,3,86,(9:52) D.Jones punts 44 yards to TEN 42 Center-J.Weeks. D.Reynaud pushed ob at HST 30 for 28 yards (D.Jones). PENALTY on TEN-T.Thompson Offensive Holding 10 yards enforced at TEN 42.,14,7,2012
20120930_TEN@HOU,3,24,39,TEN,HOU,1,10,68,(9:39) M.Hasselbeck pass deep left intended for T.Thompson INTERCEPTED by D.Manning at HST 45. D.Manning for 55 yards TOUCHDOWN. PENALTY on TEN-D.Stewart Personal Foul 15 yards enforced between downs.,7,14,2012
20120930_TEN@HOU,3,24,39,HOU,TEN,,,68,S.Graham extra point is GOOD Center-J.Weeks Holder-D.Jones.,14,7,2012
20120930_TEN@HOU,3,24,39,HOU,TEN,,,68,S.Graham kicks 50 yards from 50 to end zone Touchback.,21,7,2012
20120930_TEN@HOU,3,24,21,TEN,HOU,1,10,80,(9:21) C.Johnson right tackle to TEN 22 for 2 yards (S.Cody B.Cushing).,7,21,2012
20120930_TEN@HOU,3,23,51,TEN,HOU,2,8,78,(8:51) C.Johnson up the middle to TEN 31 for 9 yards (D.Manning).,7,21,2012
20120930_TEN@HOU,3,23,11,TEN,HOU,1,10,69,(8:11) (Shotgun) C.Johnson up the middle to TEN 36 for 5 yards (B.James B.Reed).,7,21,2012
20120930_TEN@HOU,3,22,35,TEN,HOU,2,5,64,(7:35) D.Reynaud right guard to TEN 36 for no gain (S.Cody). PENALTY on TEN-D.Stewart Personal Foul 15 yards enforced at TEN 36 - No Play.,7,21,2012
20120930_TEN@HOU,3,22,20,TEN,HOU,2,20,79,(7:20) (Shotgun) M.Hasselbeck pass short right to L.Hawkins to TEN 26 for 5 yards (G.Quin).,7,21,2012
20120930_TEN@HOU,3,22,20,TEN,HOU,3,15,74,(7:20) (Shotgun) PENALTY on TEN-M.Hasselbeck Delay of Game 5 yards enforced at TEN 26 - No Play.,7,21,2012
20120930_TEN@HOU,3,21,17,TEN,HOU,3,20,79,(6:17) (Shotgun) J.Ringer left guard to TEN 26 for 5 yards (B.Cushing).,7,21,2012
20120930_TEN@HOU,3,20,37,TEN,HOU,4,15,74,(5:37) B.Kern punts 60 yards to HST 14 Center-B.Brinkley. T.Holliday to HST 25 for 11 yards (J.Babineaux). (the punt hang time was 4.4 seconds.),7,21,2012
20120930_TEN@HOU,3,20,24,HOU,TEN,1,10,75,(5:24) B.Tate left tackle to HST 25 for no gain (D.Morgan Z.Brown).,21,7,2012
20120930_TEN@HOU,3,19,56,HOU,TEN,2,10,75,(4:56) M.Schaub pass short middle to O.Daniels to HST 34 for 9 yards (Z.Brown A.Ayers).,21,7,2012
20120930_TEN@HOU,3,19,28,HOU,TEN,3,1,66,(4:28) A.Foster left tackle to 50 for 16 yards (R.Johnson).,21,7,2012
20120930_TEN@HOU,3,19,0,HOU,TEN,1,10,50,(4:00) M.Schaub pass deep middle to K.Martin to TEN 33 for 17 yards (Z.Brown).,21,7,2012
20120930_TEN@HOU,3,18,30,HOU,TEN,1,10,33,(3:30) A.Foster left guard to TEN 28 for 5 yards (J.McCourty J.Babineaux).,21,7,2012
20120930_TEN@HOU,3,18,1,HOU,TEN,2,5,28,(3:01) M.Schaub pass incomplete short middle to A.Foster.,21,7,2012
20120930_TEN@HOU,3,17,56,HOU,TEN,3,5,28,(2:56) (Shotgun) M.Schaub pass short left to O.Daniels for 28 yards TOUCHDOWN.,21,7,2012
20120930_TEN@HOU,3,17,56,HOU,TEN,,,28,S.Graham extra point is GOOD Center-J.Weeks Holder-D.Jones.,21,7,2012
20120930_TEN@HOU,3,17,56,HOU,TEN,,,28,S.Graham kicks 62 yards from HST 35 to TEN 3. D.Reynaud to TEN 26 for 23 yards (J.Forsett).,28,7,2012
20120930_TEN@HOU,3,17,38,TEN,HOU,1,10,74,(2:38) (Shotgun) M.Hasselbeck pass short right to J.Cook to TEN 35 for 9 yards (B.Reed).,7,28,2012
20120930_TEN@HOU,3,17,8,TEN,HOU,2,1,65,(2:08) (Shotgun) M.Hasselbeck pass short right to D.Williams to TEN 41 for 6 yards (J.Joseph).,7,28,2012
20120930_TEN@HOU,3,16,43,TEN,HOU,1,10,59,(1:43) (Shotgun) M.Hasselbeck pass incomplete deep left to K.Wright (K.Jackson) [E.Mitchell].,7,28,2012
20120930_TEN@HOU,3,16,36,TEN,HOU,2,10,59,(1:36) (Shotgun) C.Johnson up the middle to TEN 46 for 5 yards (B.Reed).,7,28,2012
20120930_TEN@HOU,3,16,12,TEN,HOU,3,5,54,(1:12) (Shotgun) M.Hasselbeck sacked at TEN 40 for -6 yards (J.Watt).,7,28,2012
20120930_TEN@HOU,3,15,46,TEN,HOU,4,11,60,(:46) B.Kern punts 35 yards to HST 25 Center-B.Brinkley out of bounds. (The punt hang time was 3.3 seconds.),7,28,2012
20120930_TEN@HOU,3,15,36,HOU,TEN,1,10,75,(:36) M.Schaub pass short right to A.Foster to HST 33 for 8 yards (A.Ayers).,28,7,2012
20120930_TEN@HOU,4,15,0,HOU,TEN,2,2,67,(15:00) A.Foster left guard to HST 34 for 1 yard (J.Casey Z.Brown).,28,7,2012
20120930_TEN@HOU,4,14,24,HOU,TEN,3,1,66,(14:24) M.Schaub pass short right to J.Casey to HST 37 for 3 yards (J.Babineaux).,28,7,2012
20120930_TEN@HOU,4,13,55,HOU,TEN,1,10,63,(13:55) A.Foster left end to HST 40 for 3 yards (A.Ayers).,28,7,2012
20120930_TEN@HOU,4,13,18,HOU,TEN,2,7,60,(13:18) M.Schaub pass incomplete short right to G.Graham.,28,7,2012
20120930_TEN@HOU,4,13,13,HOU,TEN,3,7,60,(13:13) (Shotgun) M.Schaub pass short left to K.Walter to HST 48 for 8 yards (J.Babineaux).,28,7,2012
20120930_TEN@HOU,4,12,30,HOU,TEN,1,10,52,(12:30) A.Foster left tackle to TEN 49 for 3 yards (A.Ayers Z.Diles).,28,7,2012
20120930_TEN@HOU,4,11,47,HOU,TEN,2,7,49,(11:47) A.Foster right tackle to TEN 41 for 8 yards (J.McCourty J.Babineaux).,28,7,2012
20120930_TEN@HOU,4,11,2,HOU,TEN,1,10,41,(11:02) B.Tate left end to TEN 34 for 7 yards (M.Griffin).,28,7,2012
20120930_TEN@HOU,4,10,19,HOU,TEN,2,3,34,(10:19) B.Tate right end to TEN 36 for -2 yards (P.Egboh).,28,7,2012
20120930_TEN@HOU,4,9,37,HOU,TEN,3,5,36,(9:37) M.Schaub pass incomplete deep left to A.Johnson [M.Martin]. Penalty on HST-B.Jones Offensive Holding declined.,28,7,2012
20120930_TEN@HOU,4,9,30,HOU,TEN,4,5,36,(9:30) D.Jones punts 28 yards to TEN 8 Center-J.Weeks downed by HST-S.Keo. (The punt hang time was 4.3 seconds.),28,7,2012
20120930_TEN@HOU,4,9,20,TEN,HOU,1,10,92,(9:20) (Shotgun) M.Hasselbeck pass short middle to N.Washington to TEN 13 for 5 yards (B.McCain).,7,28,2012
20120930_TEN@HOU,4,8,46,TEN,HOU,2,5,87,(8:46) (Shotgun) M.Hasselbeck pass short right to J.Cook to TEN 15 for 2 yards (Q.Demps).,7,28,2012
20120930_TEN@HOU,4,8,15,TEN,HOU,3,3,85,(8:15) (Shotgun) M.Hasselbeck pass incomplete short right to N.Washington (D.Manning).,7,28,2012
20120930_TEN@HOU,4,8,11,TEN,HOU,4,3,85,(8:11) (Shotgun) M.Hasselbeck pass short left to C.Stevens to TEN 20 for 5 yards (B.Cushing).,7,28,2012
20120930_TEN@HOU,4,7,45,TEN,HOU,1,10,80,(7:45) (Shotgun) C.Johnson up the middle to TEN 25 for 5 yards (G.Quin).,7,28,2012
20120930_TEN@HOU,4,7,22,TEN,HOU,2,5,75,(7:22) (Shotgun) M.Hasselbeck sacked at TEN 24 for -1 yards (A.Smith). FUMBLES (A.Smith) RECOVERED by HST-J.Watt at TEN 24. J.Watt to TEN 17 for 7 yards (F.Velasco).,7,28,2012
20120930_TEN@HOU,4,7,10,HOU,TEN,1,10,17,(7:10) A.Foster up the middle to TEN 15 for 2 yards (P.Egboh).,28,7,2012
20120930_TEN@HOU,4,6,29,HOU,TEN,2,8,15,(6:29) A.Foster right end pushed ob at TEN 13 for 2 yards (Z.Diles).,28,7,2012
20120930_TEN@HOU,4,5,54,HOU,TEN,3,6,13,(5:54) A.Foster right end to TEN 14 for -1 yards (J.McCourty).,28,7,2012
20120930_TEN@HOU,4,5,42,HOU,TEN,4,7,14,(5:42) S.Graham 33 yard field goal is GOOD Center-J.Weeks Holder-D.Jones.,28,7,2012
20120930_TEN@HOU,4,5,42,HOU,TEN,,,14,S.Graham kicks 70 yards from HST 35 to TEN -5. D.Reynaud Touchback.,31,7,2012
