Country,City,AccentCity,Region,Population,Latitude,Longitude
pe,tahuapalca,Tahuapalca,08,,-14.8608333,-71.6383333
sl,motuo,Motuo,03,,7.6144444,-12.0463889
mm,man lu-hsaw,Man Lu-hsaw,11,,23.2166667,98.2333333
cn,qingshui xiang,Qingshui Xiang,06,,35.833089,102.540261
at,unterganserndorf,Unterganserndorf,03,,48.35,16.733333
vu,ikeupo,Ikeupo,15,,-19.4833333,169.3166667
ec,inca,Inca,10,,-2.0,-80.6166667
sy,kari sud,Kari Sud,01,,36.9638889,41.0833333
id,manado tua 2,Manado Tua 2,31,,1.6229,124.7048
de,wornershof,Wörnershof,01,,48.716667,9.433333
fi,hyrynsaimi,Hyrynsaimi,08,,64.666667,28.533333
ru,krapivna,Krapivna,42,,59.393926,32.710229
ru,yama,Yama,53,,54.630602,77.512632
ng,bunsura,Bunsura,23,,11.19387,8.402031
ru,sinnitsy,Sinnitsy,47,,54.869722,38.757222
gr,roidhon,Róïdhon,28,,37.7666667,20.8666667
bo,jalsuri,Jalsuri,05,,-17.7666667,-66.95
ve,coraboda,Coraboda,02,,9.7833333,-65.35
in,chhabba purwa,Chhabba Purwa,36,,27.214,79.899
th,ban non sang,Ban Non Sang,73,,16.911611,104.707028
us,hardscrabble,Hardscrabble,OH,,40.2750000,-81.8263889
pt,ponta da garca,Ponta da Garca,23,,37.716667,-25.366667
mg,ankisiny,Ankisiny,06,,-18.4333333,45.1333333
pk,bazo kili,Bazo Kili,01,,33.616545,71.760624
id,ambulu,Ambulu,08,27503,-8.3504,113.6069
es,cortez de pallas,Cortez de Pallas,60,,39.25,-.933333
ru,dubovaya gora,Dubovaya Gora,90,,56.551395,55.673194
bd,puglapeer,Puglapeer,83,,25.8166667,89.15
dz,el aioun,El Aïoun,24,,36.6,5.65
mm,thategon,Thategon,09,,17.65,96.6
cn,cuiling,Cuiling,08,,51.6,123.983333
ma,ech chidmia,Ech Chidmia,47,,31.96,-7.58
ro,cotu siretului,Cotu Siretului,04,,46.683333,26.933333
la,ban mokphay,Ban Môkphay,07,,19.915556,101.146667
ua,berdjansk,Berdjansk,26,,46.766296,36.798822
tg,ayaouo kope,Ayaouo Kopé,17,,6.55,1.5
cn,nyizhe,Nyizhê,14,,31,89.066667
us,cape elizabeth,Cape Elizabeth,ME,8999,43.5636111,-70.2005556
kr,tokbangi,Tokbangi,13,,37.165833,126.814722
ir,bon cheshmeh,Bon Cheshmeh,29,,28.06688,58.87124
id,mamangkok,Mamangkok,38,,-4.9236,119.7602
cn,watan,Watan,04,,33.808333,119.416667
sk,u privary,U Privary,08,,49.4833333,18.7333333
iq,soran,Soran,18,,35.3063889,44.8280556
gb,yervilton,Yervilton,I9,,52.566667,1.366667
pk,chak kot wala,Chak Kot Wala,04,,30.510092,71.89693
ru,svetlovodsk,Svetlovodsk,22,,43.901389,43.178056
bg,bebrovo,Bebrovo,46,,42.95,26.0166667
no,holvik,Holvik,10,,64.6,11.3
bo,ortario,Ortario,04,,-17.0166667,-68.05
bt,ta-ga-na,Ta-Ga-Na,08,,27.0666667,89.8833333
mx,rancho negro,Rancho Negro,25,,25.666667,-108.15
hn,el rio,El Río,02,,13.3166667,-86.9666667
cn,guangwayuan,Guangwayuan,30,,22.624824,114.059639
cn,hsiaokangtzu,Hsiaokangtzu,08,,47.191667,124.234722
de,plaika,Plaika,02,,48.483333,12.383333
cn,dikou zhen,Dikou Zhen,07,,26.750018,118.465011
us,moomaw heights,Moomaw Heights,VA,,37.2902778,-80.0111111
zm,kankomba,Kankomba,06,,-11.8,32.5666667
us,harvard,Harvard,MA,,42.5000000,-71.5833333
in,hamidpur,Hamidpur,36,,26.3296,79.3517
us,collins,Collins,MT,,47.9283333,-111.8094444
fi,nilsby,Nilsby,15,,60.333333,22.416667
mx,perla,Perla,07,,25.933333,-100.95
cn,milinhsien,Milinhsien,14,,29.2,94.083333
pk,goth khoati,Goth Khoati,02,,25.432412,67.107686
mx,rancho el coyote,Rancho El Coyote,26,,27.766667,-109.516667
ma,takeltoumt,Takeltoumt,55,,30.784438,-8.341244
mn,aborahu hural,Aborahü hural,14,,44.3833333,105.55
tn,douar el haj ahmed,Douar el Haj Ahmed,27,,36.602222,10.278889
af,muhammado,Muhammado,23,,32.093001,65.873259
ru,novotitarovskaya,Novotitarovskaya,38,22630,45.237565,38.98059
pk,basti nanak,Basti Nanak,04,,30.846658,72.114577
al,gjorme,Gjormë,43,,41.1866667,20.0166667
cn,juzu,Juzu,02,,30.325216,119.581126
ga,moungoundi,Moungoundi,05,,-2.95,11.4166667
se,suoppat,Suoppat,14,,66.3,20.516667
ua,mikhaylovka pervaya,Mikhaylovka Pervaya,07,,50.072222,36.535833
pk,chak one hundred seventy eb,Chak One Hundred Seventy EB,04,,30.185714,72.515824
lk,kovulwewa,Kovulwewa,32,,7.4333333,80.1833333
hu,balazsdulo,Balazsdulo,04,,48.25,21.6
tr,ovaakcakoy,Ovaakçaköy,16,,40.297617,29.059023
eg,kafr el-sheikh,Kafr el-Sheikh,21,,31.1113889,30.9363889
pk,basti kachah,Basti Kachah,04,,29.497716,70.979342
cn,zhangli,Zhangli,32,,32.176147,102.06928
ch,weesen,Weesen,08,,47.13534,9.098541
ng,sendeye,Sendeye,26,,7.016667,8.9
in,mentada,Mentada,02,,18.316667,83.233333
us,gaines junction,Gaines Junction,PA,,41.7472222,-77.5738889
us,shore acres,Shore Acres,NY,,42.1502778,-79.3802778
bd,north nasaraddi,North Nasaraddi,80,,23.5166667,90.7166667
ir,ablalu,Ablalu,33,,38.599,46.9065
mx,tanimul,Tanimul,30,,21.516667,-97.85
gr,kranokhorion,Kranokhórion,14,,41.0666667,24.4833333
us,merritt,Merritt,OK,,35.3697222,-99.5050000
ru,berezovka,Berëzovka,76,,53.668194,38.571708
ir,shahrak-e mohajerin,Shahrak-e Mohajerin,05,,30.32,50.9746
sk,tomek,Tomek,02,,48.5666667,17.1
ru,mtesh,Mtesh,60,,58.114012,27.640126
kp,yonghungcham,Yonghungcham,11,,40.0158333,126.1647222
mg,morarano,Morarano,03,,-15.8666667,48.7666667
ru,tukhakala,Tukhakala,28,,65.694695,30.77401
co,cerrazon,Cerrazón,02,,6.676944,-76.314167
ba,krike,Krike,01,,44.3516667,17.5338889
fr,pleynes,Pleynes,98,,45.109926,4.348111
ru,mnogopolnyy,Mnogopolnyy,38,,44.966667,37.433333
pt,monte da touca,Monte da Touca,06,,40.088486,-7.421343
ru,zlydino,Zlydino,41,,52.080556,35.060556
de,moschwitz,Moschwitz,15,,50.633333,12.15
kz,samai-kuzha,Samai-Kuzha,04,,48.916667,54.283333
om,makhsain,Makhsain,00,,19.0,56.9166667
us,riverside,Riverside,IL,,41.8350000,-87.8227778
pk,mohanawala,Mohanawala,04,,29.3003,70.747756
ir,ghaffar kandi,Ghaffar Kandi,32,,38.9555,47.9634
cn,tungtai,Tungtai,02,,28.713657,121.366067
fr,tarzy,Tarzy,98,,46.381905,2.854093
mx,cruz bailadora,Cruz Bailadora,20,,16.283333,-96.983333
la,ban thaophang,Ban Thaophang,18,,21.013056,102.229167
cm,mbotakoum,Mbotakoum,10,,6.1333333,11.2833333
pl,karczyce,Karczyce,72,,51.103029,16.744641
my,kampung kuala semir,Kampung Kuala Semir,02,,5.846254,100.633972
pk,wahur goth,Wahur Goth,05,,27.290805,68.266454
cn,tianlaotai,Tianlaotai,12,,30.371649,112.522503
de,oberburg,Oberbürg,02,,49.066667,11.55
de,unterrauhen,Unterrauhen,01,,47.933333,9.65
ru,rzhakso-semenovka,Rzhakso-Semënovka,72,,52.2572,41.9832
dz,douar oulad boudali,Douar Oulad Boudali,51,,35.5130556,0.9102778
th,ban mai ngae,Ban Mai Ngae,01,,19.27425,97.962695
ir,badi` oz zaman,Badi` oz Zaman,09,,34.102862,48.498522
es,valdealmendras,Valdealmendras,54,,41.145503,-2.65696
de,glowitz,Glowitz,12,,54.316667,13.45
ru,belogubtsevo,Belogubtsevo,77,,56.486944,33.401111
om,sidaira,Sidaira,06,,22.5775,58.0236111
gr,melissia,Melíssia,38,,38.1833333,22.0666667
ru,sibirkovyy,Sibirkovyy,61,,47.4164,42.0168
mg,ambahibe,Ambahibe,03,,-18.3666667,44.5333333
de,radelandsiedlung,Radelandsiedlung,11,,52.05,13.55
zm,kenan,Kenan,07,,-9.2666667,32.5166667
bi,gitibu,Gitibu,11,,-3.1869444,30.575
de,kleefeld,Kleefeld,06,,52.366667,9.783333
gt,el suj,El Suj,08,,15.378056,-91.336667
id,fingkoe,Fingkoe,18,,-9.268889,124.5975
ir,chogha chubin,Chogha Chubin,13,,34.388023,46.343423
cn,leiwukeng,Leiwukeng,02,,29.964436,119.813167
cz,stanislavice,Stanislavice,85,,49.758577,18.545122
no,gronland,Grønland,06,,61.3,12.483333
ru,garazh,Garazh,85,,59.533333,45.45
co,derrumbo,Derrumbo,09,,2.233333,-76.716667
es,curchiaga,Curchiaga,59,,43.350714,-2.504496
cn,qingquan,Qingquan,01,,30.976321,118.02898
tw,kotzuhu,Kotzuhu,04,,24.75,121.0333333
cn,liuzhen,Liuzhen,10,,37.633333,116.066667
ru,krutaya,Krutaya,71,,57.2537,61.7506
af,abdak-e balinah,Abdak-e Balinah,05,,34.874713,66.543614
pk,garang,Garang,03,,34.57749,73.087018
us,oil city,Oil City,MI,,43.6108333,-84.5883333
lv,vale,Vale,30,,57.5166667,25.6666667
at,schlusslberg,Schlusslberg,04,,48.216667,13.866667
ru,lomy,Lomy,60,,56.1207,29.7539
kz,kurylysshy,Kurylysshy,02,,43.271389,76.879167
pl,wola kalkowa,Wola Kalkowa,74,,52.127491,19.622968
cn,dashuigou,Dashuigou,15,,33.017284,105.525485
th,ban klang nuea,Ban Klang Nuea,02,,18.64,98.8815
cz,zvole,Zvole,82,,50.364581,15.978388
vn,tou morong,Tou Morong,55,,14.883333,107.983333
id,sariinten,Sariinten,30,,-6.601667,106.765556
mm,loi-kiu-ti,Loi-kiu-ti,11,,20.4166667,99.1166667
ir,kazogi,Kazogi,43,,37.094816,57.553558
ua,verbin,Verbin,02,,51.705323,32.800627
kz,kizyl-mechet',Kizyl-Mechet',07,,49.633333,51.9
vn,ban foc,Ban Foc,02,,22.416667,105.916667
ru,petrozavadovka,Petrozavadovka,67,,51.36711,44.106142
ye,sharj al-sharif,Sharj al-Sharif,04,,15.3833333,48.4833333
tr,zerziya,Zerziya,65,,37.838333,43.218611
uz,kirovo,Kirovo,03,,40.4358333,70.6102778
cn,libian,Libian,30,,22.223848,112.766413
tr,hanculiz,Hanculiz,65,,37.977222,44.119444
gt,brisas azules,Brisas Azules,17,,14.85,-91.783333
tz,mofu,Mofu,04,,-8.2833333,36.3333333
zr,kongolo-kasuki,Kongolo-Kasuki,03,,-5.5666667,22.1333333
ru,koshcheyevo,Koshcheyevo,83,,55.933333,40.6
kr,sinni,Sinni,05,,37,128.15
us,kellnersville,Kellnersville,WI,,44.2258333,-87.8022222
id,kalijambu satu,Kalijambu Satu,07,,-7.1104,109.2079
us,date,Date,SD,,45.3672222,-102.6791667
my,pengkalan kerian,Pengkalan Kerian,13,,5.683333,102.483333
mx,pahuatlan del valle,Pahuatlán del Valle,21,,20.283333,-98.15
za,winterstrand,Winterstrand,05,,-33.094737,27.790962
kr,sudongni,Sudongni,16,,34.371389,126.933889
fr,noel-cerneux,Noël-Cerneux,A6,,47.103384,6.661735
vn,tan hoa,Tân Hoa,17,,22.407571,105.177567
gr,filippou,Filíppou,45,,35.0333333,25.2333333
ph,bayabas,Bayabas,56,,6.9,124.133333
cn,antianpo,Antianpo,30,,22.075977,110.81327
lb,juniyah,Juniyah,05,96322,33.9808333,35.6177778
ne,waze,Wazé,03,,13.5333333,3.1666667
pl,niemce,Niemce,75,,51.359909,22.632352
af,shinkay kelay,Shinkay Kêlay,29,,31.728889,68.772222
si,gyertyanos,Gyertyános,09,,46.5547222,16.4
iq,basta,Basta,05,,36.3347222,45.1936111
id,jeruwile,Jeruwile,17,,-8.7962,116.4381
ru,novaya dmitriyevka,Novaya Dmitriyevka,39,,56.982778,95.623333
id,pandai,Pandai,17,,-8.5488,118.4713
us,hilltop,Hilltop,TN,,35.3747222,-86.3594444
ng,iwuru obiontan,Iwuru Obiontan,22,,5.420663,8.176812
be,oppuers,Oppuers,01,,51.066667,4.25
ir,ramileh,Ramileh,15,,30.9721,49.4519
id,angke,Angke,04,,-6.1443,106.7954
pk,janua,Janua,04,,31.7675,74.484444
us,yarnaby,Yarnaby,OK,,33.7908333,-96.2566667
ir,kyaraly,Kyaraly,33,,38.5482,46.694
at,unterreitbach,Unterreitbach,04,,48.283333,13.8
ru,venejarvi,Venejärvi,28,,62.6,36.316667
vn,sam linh,Sâm Linh,29,,15.45,108.666667
se,simrishamn,Simrishamn,27,,55.55,14.333333
pk,maiun,Maiun,07,,36.252773,74.426727
tw,shaochia,Shaochia,04,,22.4166667,120.8333333
cd,luliba,Luliba,12,,-3.2,28.216667
sa,az zurqa,Az Zurqa,02,,20.1,41.283333
bd,kazirkona,Kazirkona,80,,23.5166667,90.7333333
cn,huixihe,Huixihe,11,,29.053685,110.90667
cn,shangliuyu,Shangliuyu,26,,33.319359,107.580093
kr,kongdarami,Kongdarami,13,,37.233611,127.448056
pk,garahi,Garahi,02,,26.640983,65.678648
pl,rudlowo,Rudlowo,85,,54.370198,19.833143
gh,mpenkuro,Mpenkuro,09,,5.9166667,-1.85
my,padang terap,Padang Terap,02,,6.301881,100.65759
gh,odumsi,Odumsi,08,,5.85,-0.05
ro,iapa,Iapa,25,,47.933333,23.833333
dk,strandlyst,Strandlyst,20,,55.4,11.233333
md,durlesti,Durlesti,57,,47.017778,28.7625
gb,notgrove,Notgrove,E6,,51.866667,-1.833333
fm,palikir,Palikir,02,,6.9166667,158.15
ma,moha ou lahousine,Moha ou Lahousine,48,,32.113426,-4.366339
th,ban tha khanon,Ban Tha Khanon,60,,9.030195,98.952861
az,mammadbayli,Mammadbayli,69,,39.159046,46.808645
ao,tchaquengue,Tchaquengue,14,,-10.646267,22.220048
cn,shuiqian xiang,Shuiqian Xiang,07,,26.466594,116.743152
fi,thusby,Thusby,13,,60.416667,25.033333
cn,loyanghsien,Loyanghsien,09,,34.683611,112.453611
ru,korobovshchina,Korobovshchina,33,,58.127696,49.376353
lk,velanai,Velanai,31,,9.6333333,79.9
ru,sosnovyy nos,Sosnovyy Nos,39,,53.083333,92.95
au,wyandra,Wyandra,04,,-27.25,145.983333
za,manelsdam,Manelsdam,05,,-31.961276,26.102463
id,karangpucung,Karangpucung,08,,-8.3165,112.408
mg,besaony,Besaony,03,,-16.4833333,47.1666667
pl,laskowka,Laskowka,80,,49.856388,22.288103
ug,kimole,Kimole,47,,1.5166667,32.45
cn,gonghe xiang,Gonghe Xiang,08,,44.11108,130.204839
do,loma bonita,Loma Bonita,29,,18.9333333,-69.4833333
mg,ambalakitata,Ambalakitata,03,,-15.7166667,47.2333333
co,ararac,Ararac,01,,-.8,-72.333333
lb,mazra`at matar,Mazra`at Matar,01,,34.1,36.0833333
kr,nammegi,Nammegi,05,,36.566667,127.766667
tr,yaylapazari,Yaylapazari,78,,36.492651,32.945908
de,hangard,Hangard,09,,49.383333,7.216667
mx,dona margarita,Doña Margarita,30,,18.35,-95.033333
th,ban huai pao yong,Ban Huai Pao Yong,02,,18.452806,98.764195
cg,tsoundi,Tsoundi,07,,-4.7241667,13.2744444
ng,kaldangari,Kaldangari,27,,11.868066,14.213646
fr,orschwihr,Orschwihr,C1,,47.935292,7.233407
mq,tartane,Tartane,00,,14.75,-60.9166667
mx,el fuenteno,El Fuenteño,22,,20.9,-100.1625
mg,anjohibe,Anjohibe,03,,-14.6833333,48.7666667
ru,sarannoye,Sarannoye,92,,55.315833,166.136389
co,la ardita,La Ardita,02,,5.851778,-75.66066
sn,kerfari,Kerfari,08,,15.2666667,-15.85
ru,politovskiy,Politovskiy,84,,50.0032,41.8345
us,hamburg,Hamburg,OH,,39.6544444,-82.6608333
la,ban sene keo,Ban Sene Keo,01,,14.466667,106.933333
mz,sabraba,Sabraba,01,,-12.3386111,38.3338889
tr,tataryeniyapan,Tataryeniyapan,50,,39.03966,34.554136
fi,tiskarla,Tiskarla,15,,60.566667,23.216667
bg,duzhdevitsa,Duzhdevitsa,58,,42.3291667,22.565
ph,ichon,Ichon,59,3821,10.109722,124.901667
ru,kamyshevatskaya,Kamyshevatskaya,38,5201,46.413159,37.956316
ua,bezruchkov,Bezruchkov,18,,49.866667,34.133333
ug,bugobi,Bugobi,78,,0.7166667,33.7719444
vn,ban pung,Ban Pung,05,,22.766667,106.666667
gr,prodhromos,Pródhromos,07,,41.0319444,22.1908333
mm,yawngbre,Yawngbre,11,,22.85,99.4166667
my,sungai choh,Sungai Choh,12,,3.347,101.5926
bi,kiyenzi,Kiyenzi,02,,-3.4527778,29.4163889
om,as sayh,As Sayh,02,,24.2158333,56.8275
ir,chah-e sharaf,Chah-e Sharaf,07,,27.4488,53.1361
ir,takht-e chaman,Takht-e Chaman,07,,30.3547,52.7116
ge,kanda,Kanda,19,,41.9030556,44.6033333
lk,alawala,Alawala,33,,7.2,80.3
kz,pervogo maya,Pervogo Maya,13,,51.85,60.4
sa,thadik,Thadik,10,,25.289474,45.866351
do,hoyo largo,Hoyo Largo,20,,19.0833333,-69.55
ru,zagrebino,Zagrebino,80,,57.327604,53.166707
lv,priyedayne,Priyedayne,25,,56.975,23.8977778
fr,la poujade,La Poujade,97,,45.076356,1.390444
de,pischelsdorf,Pischelsdorf,02,,48.433333,11.466667
hr,vagovina,Vagovina,01,,45.7788889,16.6783333
us,douglas,Douglas,NE,,40.5955556,-96.3872222
id,putjung 3,Putjung 3,07,,-7.093,110.4126
es,tudelilla,Tudelilla,27,,42.300234,-2.117487
ng,makuda,Makuda,29,,12.418681,8.432528
no,vestby,Vestby,06,,61.183333,12.15
cn,machuanzi xiang,Machuanzi Xiang,05,,42.86193,130.396128
ht,nan malgre,Nan Malgré,11,,18.5,-72.6333333
ca,waterloo,Waterloo,08,110800,43.466667,-80.533333
ro,isaia,Isaia,23,,46.935833,28.0075
cg,bouloupesse,Bouloupesse,07,,-1.9691667,12.6683333
de,klein stubben,Klein Stubben,12,,54.316667,13.3
pk,ali nawaz mughairi,Ali Nawaz Mughairi,05,,27.561354,68.011033
fr,loussous,Loussous,B3,,43.652941,.073357
do,la gorda,La Gorda,14,,19.45,-69.9166667
sl,keika,Keika,03,,7.5766667,-12.3055556
in,nimbavda,Nimbavda,16,,17.466667,74.866667
cn,shuguang,Shuguang,04,,31.271919,118.982402
ba,stara leskovaca,Stara Leskovaca,02,,44.7947222,19.2733333
lk,katiramarasinnakulam,Katiramarasinnakulam,31,,8.8,80.4666667
pk,baba kartar singh,Baba Kartar Singh,04,,30.434722,73.409722
am,songyur,Songyur,07,,40.6327778,43.8705556
cn,xiamen,Xiamen,15,,35.520985,105.736525
ru,patrikanvaara,Patrikanvaara,28,,65.2,32.733333
mk,adzinci,Adzinci,97,,42.2547222,21.8502778
br,sitio estori palma,Sítio Estori Palma,27,,-23.279498,-46.677872
ng,korobo,Korobo,54,,8.85,5.25
ir,khalassera,Khalassera,08,,37.6847,49.0017
at,steindl,Steindl,06,,46.9,15.966667
jp,fuji,Fuji,37,240017,35.15,138.65
pt,ferral,Ferral,02,,40.891187,-8.542583
ru,yasnyy,Yasnyy,30,,52.6487,135.7959
eg,`izbat fudah,`Izbat Fudah,21,,31.1777778,31.1694444
bd,faikan,Faikan,82,,22.35,89.05
ir,qal`eh-ye isun,Qal`eh-ye Isun,42,,35.440813,61.087754
lk,kanukkeni,Kanukkeni,31,,9.2166667,80.8
mg,andohanimendranomavo,Andohanimendranomavo,02,,-21.6166667,47.1
ro,vorona noua,Vorona Noua,07,,47.6,26.633333
ir,azraq hashish,Azraq Hashish,15,,31.3067,48.4026
it,isola bella,Isola Bella,07,,41.55,12.8
mx,xhitey,Xhitey,15,,19.993333,-99.531944
kp,wosongni,Wosongni,07,,38.4377778,125.8011111
jp,shindo,Shindo,44,,38.171111,140.292778
pk,akkare,Akkare,04,,31.961134,71.125665
mx,crucillal,Crucillal,19,,26.654167,-100.224167
th,ban mae yae ta,Ban Mae Yae Ta,01,,18.283333,97.65
al,stajke,Stajkë,49,,41.9872222,19.5872222
tr,husnuyan,Hüsnüyan,12,,39.410498,41.003829
kz,bikktesin,Bikktesin,16,,53.481111,68.931389
ua,sadzhevka,Sadzhevka,22,,49.280615,26.151238
us,indian lake estates,Indian Lake Estates,LA,,32.5516667,-92.2391667
tr,citler,Çitler,14,,40.707603,32.070472
ir,pai qal`eh,Pai Qal`eh,29,,30.2607,55.4784
af,woghejam,Woghejam,27,,34.425833,67.683889
ir,tarsi,Tarsi,35,,36.442436,52.780241
kz,fabrichnoy,Fabrichnöy,01,,43.161667,76.411389
pk,mari puadhi,Mari Puadhi,04,,30.971515,70.780728
ao,ngio,Ngío,12,,-9.25584,15.952205
ir,tuy sina,Tuy Sina,01,,36.0751,45.5009
id,perendek,Perendek,17,,-8.7767,116.2727
my,kampong banggol lunas,Kampong Banggol Lunas,13,,5.333333,103.083333
ng,oraukwu,Oraukwu,25,,6.076477,6.970803
pg,matapau,Matapau,18,,-3.35,143.0
mx,tanlacuc,Tanlacuc,24,,21.65,-99.333333
ua,yanzhelovka,Yanzhelovka,02,,52.296704,32.569789
sb,kombau,Kombau,08,,-9.6166667,159.6666667
gt,el curro,El Curro,12,,16.533333,-90.466667
kp,komabol,Komabol,06,,38.1816667,125.4133333
ua,pasieczna,Pasieczna,06,,48.571524,24.43003
cn,wangniuching,Wangniuching,08,,46.156389,126.968611
ht,potorien,Potorien,08,,18.4166667,-74.35
kp,sagijomdok,Sagijomdok,17,,41.2886111,129.3616667
ru,novgorodskoye,Novgorodskoye,23,,54.840052,20.845909
sy,mardidu,Mardidu,02,,35.5333333,35.9333333
ru,seredka,Serëdka,88,,57.9789,37.5863
sy,abou el moujaher,Abou el Moujâher,09,,35.8,37.15
cn,shiyingshang,Shiyingshang,01,,31.066667,117.55
cn,kofan,Kofan,02,,28.633333,119.866667
ar,la rubia,La Rubia,21,,-30.109449,-61.792211
iq,taimar,Taimar,05,,35.3941667,45.3786111
in,khakhusar,Khakhusar,24,,27.6569,72.9164
ru,burkovskaya,Burkovskaya,33,,58.249463,46.810465
mx,sacaba,Sacaba,31,,20.5625,-88.904167
gb,radlett,Radlett,F8,,51.683333,-.316667
td,gori,Gori,07,,13.5666667,15.1833333
id,saarmutiara satu,Saarmutiara Satu,30,,-6.943333,107.468611
mn,tsagaan toyrimiin hiid,Tsagaan Toyrimiin Hiid,18,,46.85,104.6
ru,malyy surmet,Malyy Surmet,55,,53.8,53.366667
kr,chugyokuri,Chugyokuri,16,,35.260939,126.884123
au,kilroo,Kilroo,05,,-33.583333,136.083333
af,malla,Malla,02,,35.579494,63.636149
ph,cayoog,Cayoog,16,,13.6512,122.9241
cn,chingkang,Chingkang,32,,30.888924,105.532944
cn,huluhu,Huluhu,30,,22.923732,115.085285
np,gongrali,Gongrali,00,,28.7,82.7
pe,turpay,Turpay,15,,-10.8877778,-76.8713889
th,ban nong ru khae,Ban Nong Ru Khae,22,,16.133333,102.8
zr,sefu,Sefu,02,,-6.4666667,19.3666667
ru,kurganskaya,Kurganskaya,54,,55.016667,72.65
cn,huaping,Huaping,11,,27.808333,112.437778
ir,anahgari,Anahgari,07,,30.118532,51.437981
co,el silencio,El Silencio,20,,1.57637,-77.09108
mm,yegyawzu,Yegyawzu,09,,17.25,96.0166667
la,ban thon,Ban Thon,17,,19.976944,102.096944
ru,rybezhka,Rybëzhka,42,,59.668146,33.787721
vn,phu vinh,Phú Vinh,27,,13.783333,109.183333
ua,bilychi,Bilychi,15,,49.614224,23.02631
bg,sukhariuka,Sukhariuka,46,,42.8833333,25.7
th,ban na dong tai,Ban Na Dong Tai,06,,18.100556,99.631667
iq,koira kani,Koira Kani,05,,35.9763889,45.0508333
lr,maana,Maana,15,,6.7783333,-10.8058333
ma,tiouit,Tiouit,55,,31.158899,-5.595701
nl,nederasselt,Nederasselt,03,,51.772088,5.744553
br,goulart,Goulart,27,,-21.133333,-50.283333
ir,pariab-e seyd-e mohammad,Pariab-e Seyd-e Mohammad,23,,33.2278,48.4879
kz,tyul'kubas,Tyul'kubas,10,,42.488611,70.288611
kz,kotel'nikov,Kotel'nikov,07,,49.816667,51.233333
ci,somadougou,Somadougou,87,,9.398609,-4.650646
th,ban kham phai,Ban Kham Phai,81,,18.306639,103.507222
uz,qurghontepa,Qurghontepa,01,,40.7266667,72.7591667
es,san vicente,San Vicente,32,,42.685817,-1.32507
it,semelano di sotto,Semelano di Sotto,05,,44.316667,10.966667
ru,georgiyevka,Georgiyevka,53,,54.005556,76.803056
sa,dahu,Dahu,11,,20.11195,42.655341
ec,hacienda ceuceda,Hacienda Ceuceda,10,,-2.2166667,-80.1
be,grand-aa,Grand-Aa,04,,50.716667,5.616667
kh,phumi anlong svay,Phumi Anlong Svay,17,,13.5166667,105.9333333
de,ponickau,Ponickau,13,,51.35,13.766667
iq,`abd hasan al kaza`,`Abd Hasan al Kaza`,01,,33.4491667,44.3277778
us,east farmington,East Farmington,WI,,45.2530556,-92.6972222
gr,filiates,Filiátes,18,2129,39.6011111,20.3119444
ng,ilugboro,Ilugboro,16,,6.787713,3.084661
la,ban thapho tay,Ban Thapho Tay,02,,14.05,105.866667
cn,zhuqudian,Zhuqudian,14,,29.403,94.303
bd,kayetkhali,Kayetkhali,82,,23.2166667,89.25
tw,hsiawuli,Hsiawuli,04,,23.9166667,120.95
kz,tomar,Tomar,11,,52.666667,76.487778
id,djamprit,Djamprit,07,,-7.966667,110.95
se,harstad,Härstad,28,,58.283333,12.4
us,spring valley estates,Spring Valley Estates,GA,,33.9625000,-83.3444444
us,burnett,Burnett,WI,,43.5047222,-88.7069444
ru,pershino,Pershino,90,,57.783782,55.218759
es,valverde de los ajos,Valverde de los Ajos,55,,41.560748,-2.865248
et,ciacu,Ciacu,46,,10.683333,36.366667
vn,ngoc lam,Ngoc Lam,28,,12.933333,109.2
ru,sorevnovaniye,Sorevnovaniye,56,,52.388058,36.315634
us,emory valley,Emory Valley,TN,,36.0269444,-84.2122222
ph,espenanzo,Espenanzo,18,,11.4011,122.5279
pg,eia,Eia,14,,-7.9333333,147.8166667
ng,lumu,Lumu,51,,11.686909,4.68879
jm,california,California,04,,18.0166667,-77.5666667
vu,vousin,Vousin,13,,-15.4666667,166.8833333
mx,la colonia,La Colonia,06,,28.65,-105.666667
ph,camatongo,Camatongo,30,,11.1682,122.5312
es,os,Os,56,,41.873141,.720168
uz,dzhar,Dzhar,10,,39.4494444,67.3666667
hu,fulop-puszta,Fülöp-puszta,10,,47.633333,22.066667
tr,tahtaciorencik,Tahtaciorencik,68,,40.279236,32.138346
id,dusun,Dusun,26,,2.9518,98.6281
kh,phum laak,Phum Laak,16,,13.3166667,103.9333333
ao,camata,Camata,12,,-9.066667,15.966667
af,hajji mohammad karim kalay,Hajji Mohammad Karim Kalay,23,,32.328199,66.229105
de,stockdum,Stockdum,07,,51.183333,7.083333
ru,uspenskoye,Uspenskoye,25,,53.441489,35.101589
ve,puerto cabello del caura,Puerto Cabello del Caura,06,,7.1333333,-64.9833333
et,gombor,Gombor,52,,8.566667,43.4
mx,soyatitla,Soyatitla,20,,18.066667,-96.85
us,indian camp,Indian Camp,OH,,40.0944444,-81.6458333
lr,saindih,Saindih,11,,6.6166667,-9.15
zr,kitabo i,Kitabo I,04,,-6.4333333,24.9333333
id,lumbantonang,Lumbantonang,26,,2.1591,98.6581
ru,nizhnyaya aliya,Nizhnyaya Aliya,93,,52.3,117.616667
ru,fedotovamaki,Fedotovamaki,42,,60.193071,33.88472
